ShiftKey,LineId,Segment,Cluster,Label,Count,Hours
ngp2|2026-07-08|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,1,0.03
ngp2|2026-07-08|night,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,13,0.47
ngp2|2026-07-08|night,ngp2,hydration,Catheter Reject,"1100-Catheter not present (remove catheter, if all TIPS/CAPS present check sensor 14B1->10",3,0.06
ngp2|2026-07-08|night,ngp2,hydration,Catheter Reject,"1100-13B1 Cathether detected at lane 1 (remove catheter, if free check sensor",1,0.04
ngp2|2026-07-08|night,ngp2,hydration,Catheter Reject,1080-9B1 Catheter separate end position not reached,1,0.02
ngp2|2026-07-08|night,ngp2,hydration,Catheter Reject,1100-13B9 Bad catheter not rejected at lane 9 (remove catheter,1,0.02
ngp2|2026-07-08|night,ngp2,hydration,Gripper,1100-8B6 Limit switch fault gripper funnel lane 3 opened,1,0.25
ngp2|2026-07-08|night,ngp2,hydration,Gripper,1100-8B1 Limit switch fault gripper tip lane 1 opened,6,0.13
ngp2|2026-07-08|night,ngp2,hydration,Gripper,1100-8B10 Limit switch fault gripper funnel lane 5 closed,1,0.11
ngp2|2026-07-08|night,ngp2,hydration,Gripper,1100-8B8 Limit switch fault gripper funnel lane 4 opened,1,0.08
ngp2|2026-07-08|night,ngp2,hydration,Gripper,1100-8B2 Limit switch fault gripper funnel lane 1 opened,2,0.07
ngp2|2026-07-08|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,9,0.31
ngp2|2026-07-08|night,ngp2,hydration,Cap,1064 Consecutive fault (Check area for missing cap and sensor 8B1,2,0.14
ngp2|2026-07-08|night,ngp2,hydration,Other,1076/80-Kaon not ready,1,0.04
ngp2|2026-07-08|night,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,1,0.02
ngp2|2026-07-08|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-07-08|night,ngp2,hydration,Limit Switch,1090-2B3 Limit switch fault TIP terminals inside carrier right extended,1,0.02
ngp2|2026-07-08|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,8,0.39
ngp2|2026-07-09|day,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,3,7.31
ngp2|2026-07-09|day,ngp2,foil,Detection Fault,2070-1B1 Product detection fault after cutting lane 1,3,0.32
ngp2|2026-07-09|day,ngp2,foil,Detection Fault,2075-1B5 Reject fault lane 5 - Remove product after reject,4,0.07
ngp2|2026-07-09|day,ngp2,foil,Detection Fault,2075-1B1 Reject fault lane 1 - Remove product after reject,2,0.06
ngp2|2026-07-09|day,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,1,0.02
ngp2|2026-07-09|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,3,0.07
ngp2|2026-07-09|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 1 - Please check product/sensor,1,0.01
ngp2|2026-07-09|day,ngp2,foil,Edge Trim,2068-1B6 Edge trim broken lane 6,1,0.14
ngp2|2026-07-09|day,ngp2,foil,Other,2041-1B2 Check print mark sensor,1,0.05
ngp2|2026-07-09|day,ngp2,foil,Other,2105-1T1 Consecutive fault web guiding out of range,1,0.03
ngp2|2026-07-09|day,ngp2,foil,Other,2067-5B1 Check print mark sensor,1,0.02
ngp2|2026-07-09|day,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,1,0.02
ngp2|2026-07-09|day,ngp2,foil,Other,2154-1M1 Prewarning end of reel,1,0.02
ngp2|2026-07-09|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,6,0.24
ngp2|2026-07-09|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,2,0.03
ngp2|2026-07-09|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,1,0.02
ngp2|2026-07-09|day,ngp2,foil,Printer,"2050 Printer right, pre-warning low ribbon",3,0.08
ngp2|2026-07-09|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.06
ngp2|2026-07-09|day,ngp2,hydration,Cap,1031-15B1 Consecutive fault camera cap not ok lane 1,2,1.05
ngp2|2026-07-09|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,14,0.36
ngp2|2026-07-09|day,ngp2,hydration,Cap,1031-19B1 Consecutive fault camera cap not ok lane 9,1,0.07
ngp2|2026-07-09|day,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",1,0.02
ngp2|2026-07-09|day,ngp2,hydration,Gripper,1100-8B8 Limit switch fault gripper funnel lane 4 opened,1,0.09
ngp2|2026-07-09|day,ngp2,hydration,Gripper,1010-10B3 Limit switch fault Unload gripper funnel lane 6 closed,1,0.04
ngp2|2026-07-09|day,ngp2,hydration,Gripper,1090-7B3 Limit switch fault Gripper cover right opened,2,0.03
ngp2|2026-07-09|day,ngp2,hydration,Gripper,1100-8B6 Limit switch fault gripper funnel lane 3 opened,1,0.03
ngp2|2026-07-09|day,ngp2,hydration,Gripper,1100-8B14 Limit switch fault gripper funnel lane 7 opened,1,0.02
ngp2|2026-07-09|day,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,5,0.13
ngp2|2026-07-09|day,ngp2,hydration,Limit Switch,1090-2B3 Limit switch fault TIP terminals inside carrier right extended,2,0.06
ngp2|2026-07-09|day,ngp2,hydration,Limit Switch,1064-3B1 Limit switch fault TIP terminals outside extended,1,0.02
ngp2|2026-07-09|day,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-07-09|day,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,1,0.01
ngp2|2026-07-09|day,ngp2,hydration,Catheter Reject,"1100-Catheter not present (remove catheter, if all TIPS/CAPS present check sensor 14B1->10",2,0.05
ngp2|2026-07-09|day,ngp2,hydration,Catheter Reject,1010-5B4 Consecutive fault loader catheter absence lane 8,1,0.03
ngp2|2026-07-09|day,ngp2,hydration,Catheter Reject,1100-13B6 Bad catheter not rejected at lane 6 (remove catheter,1,0.03
ngp2|2026-07-09|day,ngp2,hydration,Other,1080-2B1 Clamp inside carrier 1 extended end position not reached,1,0.01
ngp2|2026-07-09|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,2,0.09
ngp2|2026-07-09|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,8,0.28
ngp2|2026-07-09|night,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",1,0.02
ngp2|2026-07-09|night,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,4,0.09
ngp2|2026-07-09|night,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,2,0.04
ngp2|2026-07-09|night,ngp2,hydration,Limit Switch,1090-3B1 Limit switch fault TIP terminals outside extended,1,0.02
ngp2|2026-07-09|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-07-09|night,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,2,0.15
ngp2|2026-07-09|night,ngp2,hydration,Other,1080-2B3 Clamp inside carrier 2 extended end position not reached,2,0.05
ngp2|2026-07-09|night,ngp2,hydration,Other,1080-2B1 Clamp inside carrier 1 extended end position not reached,2,0.04
ngp2|2026-07-09|night,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,1,0.02
ngp2|2026-07-09|night,ngp2,hydration,Catheter Reject,1010-11B3 or -5B3 Consecutive fault catheter presence unload lane 6,2,0.9
ngp2|2026-07-09|night,ngp2,hydration,Catheter Reject,"1100-Catheter not present (remove catheter, if all TIPS/CAPS present check sensor 14B1->10",6,0.14
ngp2|2026-07-09|night,ngp2,hydration,Gripper,1010-10B3 Limit switch fault Unload gripper funnel lane 6 closed,16,0.7
ngp2|2026-07-09|night,ngp2,hydration,Gripper,1031-10B2 Gripper TIP close end position closed reached,3,0.34
ngp2|2026-07-09|night,ngp2,hydration,Gripper,1030-4B1 Limit switch fault Loading gripper funnel lane 1 closed,1,0.04
ngp2|2026-07-09|night,ngp2,hydration,Gripper,1090-7B1 Limit switch fault Gripper cover left opened,2,0.03
ngp2|2026-07-09|night,ngp2,hydration,Gripper,1100-8B5 Limit switch fault gripper tip lane 3 opened,1,0.03
ngp2|2026-07-09|night,ngp2,hydration,Cover,1140-1B2 Cover holder right not empty,1,0.03
ngp2|2026-07-09|night,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,12,0.57
ngp2|2026-07-09|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,3,0.14
ngp2|2026-07-09|night,ngp2,foil,Detection Fault,2075-1B5 Reject fault lane 5 - Remove product after reject,5,0.1
ngp2|2026-07-09|night,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,2,0.09
ngp2|2026-07-09|night,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,2,0.06
ngp2|2026-07-09|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,31,0.79
ngp2|2026-07-09|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,7,0.21
ngp2|2026-07-09|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,5,0.14
ngp2|2026-07-09|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 5,2,0.07
ngp2|2026-07-09|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,2,0.04
ngp2|2026-07-09|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 3 - Please check product/sensor,2,0.03
ngp2|2026-07-09|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,1,0.01
ngp2|2026-07-09|night,ngp2,foil,Edge Trim,2068-1B5 Edge trim broken lane 5,3,0.71
ngp2|2026-07-09|night,ngp2,foil,Edge Trim,2068-1B4 Edge trim broken lane 4,7,0.43
ngp2|2026-07-09|night,ngp2,foil,Edge Trim,2068-1B1 Edge trim broken lane 1,1,0.23
ngp2|2026-07-09|night,ngp2,foil,Edge Trim,2068-1B3 Edge trim broken lane 3,5,0.14
ngp2|2026-07-09|night,ngp2,foil,Edge Trim,2068-1B6 Edge trim broken lane 6,1,0.03
ngp2|2026-07-09|night,ngp2,foil,Other,2Axx Axis error - check fault message list,2,0.37
ngp2|2026-07-09|night,ngp2,foil,Other,2055 Dancer not reached (under sealing,3,0.11
ngp2|2026-07-09|night,ngp2,foil,Other,2087-1B3 Slug detected lane 3,1,0.03
ngp2|2026-07-09|night,ngp2,foil,Other,2049-1B1 Consecutive fault lane 1,1,0.02
ngp2|2026-07-09|night,ngp2,foil,Other,2152-1M1 Prewarning end of reel,1,0.02
ngp2|2026-07-09|night,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.09
ngp2|2026-07-09|night,ngp2,foil,Labeler,"2045-4B2 Labeler left, end of label tape, pre Warning",1,0.01
ngp2|2026-07-09|night,ngp2,foil,Printer,"2035-4B2 Printer right, Consecutive fault, Web position, greater than deviation max",12,0.37
ngp2|2026-07-09|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",4,0.08
ngp2|2026-07-09|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.04
ngp2|2026-07-09|night,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.03
ngp2|2026-07-09|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,5,0.3
ngp2|2026-07-10|day,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,6,0.1
ngp2|2026-07-10|day,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,1,0.07
ngp2|2026-07-10|day,ngp2,foil,Detection Fault,2070-1B1 Product detection fault after cutting lane 1,1,0.05
ngp2|2026-07-10|day,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,2,0.03
ngp2|2026-07-10|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,17,0.53
ngp2|2026-07-10|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,1,0.04
ngp2|2026-07-10|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 5,1,0.04
ngp2|2026-07-10|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,1,0.02
ngp2|2026-07-10|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,1,0.01
ngp2|2026-07-10|day,ngp2,foil,Printer,"2035-4B2 Printer right, Consecutive fault, Web position, greater than deviation max",7,0.26
ngp2|2026-07-10|day,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",5,0.16
ngp2|2026-07-10|day,ngp2,foil,Printer,"2037 Printer right, not ready",2,0.11
ngp2|2026-07-10|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.05
ngp2|2026-07-10|day,ngp2,foil,Printer,"2037 Printer right, pre-warning low ribbon",1,0.03
ngp2|2026-07-10|day,ngp2,foil,Edge Trim,2068-1B3 Edge trim broken lane 3,1,0.2
ngp2|2026-07-10|day,ngp2,foil,Edge Trim,2068-1B5 Edge trim broken lane 5,2,0.12
ngp2|2026-07-10|day,ngp2,foil,Edge Trim,2068-1B4 Edge trim broken lane 4,2,0.1
ngp2|2026-07-10|day,ngp2,foil,Edge Trim,2068-1B2 Edge trim broken lane 2,1,0.06
ngp2|2026-07-10|day,ngp2,foil,Edge Trim,2068-1B1 Edge trim broken lane 1,1,0.04
ngp2|2026-07-10|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 3 - Please check product/sensor,3,0.08
ngp2|2026-07-10|day,ngp2,foil,Other,2Axx Axis error - check fault message list,2,0.18
ngp2|2026-07-10|day,ngp2,foil,Other,2105-1T1 Consecutive fault web guiding out of range,2,0.08
ngp2|2026-07-10|day,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,3,0.07
ngp2|2026-07-10|day,ngp2,foil,Other,2B05-1K2 Emergency stop activated,1,0.06
ngp2|2026-07-10|day,ngp2,foil,Other,2055 Dancer not reached (under sealing,1,0.03
ngp2|2026-07-10|day,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.07
ngp2|2026-07-10|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,15,0.52
ngp2|2026-07-10|day,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",2,0.09
ngp2|2026-07-10|day,ngp2,hydration,Catheter Reject,"1100-13B3 Cathether detected at lane 3 (remove catheter, if free check sensor",1,0.38
ngp2|2026-07-10|day,ngp2,hydration,Catheter Reject,"1100-Catheter not present (remove catheter, if all TIPS/CAPS present check sensor 14B1->10",4,0.11
ngp2|2026-07-10|day,ngp2,hydration,Catheter Reject,"1100-13B9 Cathether detected at lane 9 (remove catheter, if free check sensor",1,0.02
ngp2|2026-07-10|day,ngp2,hydration,Catheter Reject,"1100-13B5 Cathether detected at lane 5 (remove catheter, if free check sensor",1,0.02
ngp2|2026-07-10|day,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,5,0.13
ngp2|2026-07-10|day,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,3,0.08
ngp2|2026-07-10|day,ngp2,hydration,Limit Switch,1010-13B5 Limit switch fault Unload TIP lane 10 closed,1,0.04
ngp2|2026-07-10|day,ngp2,hydration,Gripper,1010-10B3 Limit switch fault Unload gripper funnel lane 6 closed,6,0.2
ngp2|2026-07-10|day,ngp2,hydration,Gripper,1100-8B8 Limit switch fault gripper funnel lane 4 opened,1,0.09
ngp2|2026-07-10|day,ngp2,hydration,Gripper,1090-7B1 Limit switch fault Gripper cover left opened,1,0.07
ngp2|2026-07-10|day,ngp2,hydration,Gripper,1090-6B1 Limit switch fault Gripper cover right extended,1,0.03
ngp2|2026-07-10|day,ngp2,hydration,Gripper,1030-4B1 Limit switch fault Loading gripper funnel lane 1 closed,2,0.03
ngp2|2026-07-10|day,ngp2,hydration,Cover,1140-1B2 Cover holder right not empty,2,0.08
ngp2|2026-07-10|day,ngp2,hydration,Other,1140-2B1 Carrier at rear left side not empty,1,0.08
ngp2|2026-07-10|day,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,1,0.05
ngp2|2026-07-10|day,ngp2,hydration,Other,1080-2B3 Clamp inside carrier 2 extended end position not reached,1,0.03
ngp2|2026-07-10|day,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,1,0.01
ngp2|2026-07-10|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,40,2.91
ngp2|2026-07-10|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,5,0.17
ngp2|2026-07-10|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,16,1.05
ngp2|2026-07-10|night,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,1,0.03
ngp2|2026-07-10|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,40,1.12
ngp2|2026-07-10|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,4,0.13
ngp2|2026-07-10|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 5,4,0.11
ngp2|2026-07-10|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,1,0.02
ngp2|2026-07-10|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,1,0.02
ngp2|2026-07-10|night,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,17,0.53
ngp2|2026-07-10|night,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,8,0.26
ngp2|2026-07-10|night,ngp2,foil,Detection Fault,2075-1B5 Reject fault lane 5 - Remove product after reject,5,0.11
ngp2|2026-07-10|night,ngp2,foil,Detection Fault,2070-1B4 Product detection fault after cutting lane 4,4,0.1
ngp2|2026-07-10|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,2,0.05
ngp2|2026-07-10|night,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.31
ngp2|2026-07-10|night,ngp2,foil,Labeler,"2045-4B2 Labeler left, end of label tape, pre Warning",1,0.03
ngp2|2026-07-10|night,ngp2,foil,Other,2105-1T1 Consecutive fault web guiding out of range,9,0.22
ngp2|2026-07-10|night,ngp2,foil,Other,2Axx Axis error - check fault message list,1,0.11
ngp2|2026-07-10|night,ngp2,foil,Other,2055 Dancer not reached (under sealing,1,0.08
ngp2|2026-07-10|night,ngp2,foil,Other,2A01-5M1 Waste extraction system container full or flap opened (5B1/5B2/5S1,1,0.05
ngp2|2026-07-10|night,ngp2,foil,Other,2049-1B2 Consecutive fault lane 2,1,0.04
ngp2|2026-07-10|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",4,0.07
ngp2|2026-07-10|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.05
ngp2|2026-07-10|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.03
ngp2|2026-07-10|night,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.03
ngp2|2026-07-10|night,ngp2,foil,Printer,"2035 Printer right, pre-warning low ribbon",1,0.03
ngp2|2026-07-10|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,1,0.02
ngp2|2026-07-10|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,1,0.01
ngp2|2026-07-10|night,ngp2,foil,Edge Trim,2068-1B4 Edge trim broken lane 4,2,0.09
ngp2|2026-07-10|night,ngp2,foil,Edge Trim,2068-1B1 Edge trim broken lane 1,2,0.05
ngp2|2026-07-10|night,ngp2,foil,Edge Trim,2068-1B2 Edge trim broken lane 2,1,0.04
ngp2|2026-07-10|night,ngp2,foil,Edge Trim,2068-1B3 Edge trim broken lane 3,1,0.03
ngp2|2026-07-10|night,ngp2,hydration,Catheter Reject,"1100-Catheter not present (remove catheter, if all TIPS/CAPS present check sensor 14B1->10",2,0.09
ngp2|2026-07-10|night,ngp2,hydration,Catheter Reject,1030-5B5 Consecutive fault loader catheter absence lane 9,1,0.04
ngp2|2026-07-10|night,ngp2,hydration,Catheter Reject,1100-13B4 Bad catheter not rejected at lane 4 (remove catheter,1,0.03
ngp2|2026-07-10|night,ngp2,hydration,Gripper,1031-10B2 Gripper TIP close end position closed reached,1,0.14
ngp2|2026-07-10|night,ngp2,hydration,Gripper,1100-8B7 Limit switch fault gripper tip lane 4 opened,1,0.14
ngp2|2026-07-10|night,ngp2,hydration,Gripper,1010-10B4 Limit switch fault Unload gripper funnel lane 8 closed,2,0.06
ngp2|2026-07-10|night,ngp2,hydration,Gripper,1030-4B1 Limit switch fault Loading gripper funnel lane 1 closed,1,0.04
ngp2|2026-07-10|night,ngp2,hydration,Gripper,1100-8B8 Limit switch fault gripper funnel lane 4 opened,1,0.02
ngp2|2026-07-10|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,1,0.02
ngp2|2026-07-10|night,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,2,0.1
ngp2|2026-07-10|night,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,2,0.03
ngp2|2026-07-10|night,ngp2,hydration,Other,1080-2B3 Clamp inside carrier 2 extended end position not reached,1,0.02
ngp2|2026-07-10|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,5,0.15
ngp2|2026-07-10|night,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",2,0.05
ngp2|2026-07-10|night,ngp2,hydration,Cap,1012-16B1 Consecutive fault camera cap not ok lane 4,1,0.04
ngp2|2026-07-11|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,45,1.43
ngp2|2026-07-11|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,10,0.27
ngp2|2026-07-11|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 5,4,0.1
ngp2|2026-07-11|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,4,0.07
ngp2|2026-07-11|day,ngp2,foil,Detection Fault,2070-1B4 Product detection fault after cutting lane 4,27,0.72
ngp2|2026-07-11|day,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,14,0.35
ngp2|2026-07-11|day,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,8,0.25
ngp2|2026-07-11|day,ngp2,foil,Detection Fault,2075-1B5 Reject fault lane 5 - Remove product after reject,2,0.06
ngp2|2026-07-11|day,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,1,0.04
ngp2|2026-07-11|day,ngp2,foil,Other,2105-1T1 Consecutive fault web guiding out of range,3,0.1
ngp2|2026-07-11|day,ngp2,foil,Other,2Axx Axis FB: Motion or parameter error - check fault message list,1,0.03
ngp2|2026-07-11|day,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,1,0.02
ngp2|2026-07-11|day,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",5,0.22
ngp2|2026-07-11|day,ngp2,foil,Printer,"2037 Printer right, pre-warning low ribbon",2,0.07
ngp2|2026-07-11|day,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.06
ngp2|2026-07-11|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.04
ngp2|2026-07-11|day,ngp2,foil,Edge Trim,2068-1B3 Edge trim broken lane 3,7,0.35
ngp2|2026-07-11|day,ngp2,foil,Edge Trim,2068-1B5 Edge trim broken lane 5,1,0.2
ngp2|2026-07-11|day,ngp2,foil,Edge Trim,2068-1B4 Edge trim broken lane 4,3,0.15
ngp2|2026-07-11|day,ngp2,foil,Edge Trim,2068-1B1 Edge trim broken lane 1,1,0.05
ngp2|2026-07-11|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,3,0.3
ngp2|2026-07-11|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,1,0.02
ngp2|2026-07-11|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,7,0.37
ngp2|2026-07-11|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,1,0.02
ngp2|2026-07-11|day,ngp2,hydration,Catheter Reject,"1100-Catheter not present (remove catheter, if all TIPS/CAPS present check sensor 14B1->10",2,0.03
ngp2|2026-07-11|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,9,0.31
ngp2|2026-07-11|day,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",3,0.1
ngp2|2026-07-11|day,ngp2,hydration,Gripper,1031-10B2 Gripper TIP close end position closed reached,1,0.08
ngp2|2026-07-11|day,ngp2,hydration,Gripper,1090-7B3 Limit switch fault Gripper cover right opened,3,0.07
ngp2|2026-07-11|day,ngp2,hydration,Gripper,1010-10B4 Limit switch fault Unload gripper funnel lane 8 closed,2,0.05
ngp2|2026-07-11|day,ngp2,hydration,Gripper,1090-7B1 Limit switch fault Gripper cover left opened,1,0.02
ngp2|2026-07-11|day,ngp2,hydration,Gripper,1100-8B11 Limit switch fault gripper tip lane 6 opened,1,0.02
ngp2|2026-07-11|day,ngp2,hydration,Other,1090-4M1 Axis has reached adjusted current limit,1,0.24
ngp2|2026-07-11|day,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,2,0.03
ngp2|2026-07-11|day,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,2,0.02
ngp2|2026-07-11|day,ngp2,hydration,Limit Switch,1010-13B1 Limit switch fault Unload TIP lane 2 closed,1,0.09
ngp2|2026-07-11|day,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,1,0.04
ngp2|2026-07-11|day,ngp2,hydration,Limit Switch,1090-2B3 Limit switch fault TIP terminals inside carrier right extended,1,0.03
ngp2|2026-07-11|day,ngp2,hydration,Cover,1140-1B2 Cover holder right not empty,1,0.11
ngp2|2026-07-11|night,ngp2,foil,Detection Fault,2070-1B4 Product detection fault after cutting lane 4,38,1.65
ngp2|2026-07-11|night,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,14,0.37
ngp2|2026-07-11|night,ngp2,foil,Detection Fault,2070-1B3 Product detection fault after cutting lane 3,3,0.29
ngp2|2026-07-11|night,ngp2,foil,Detection Fault,2070-1B1 Product detection fault after cutting lane 1,1,0.06
ngp2|2026-07-11|night,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,2,0.06
ngp2|2026-07-11|night,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,7,0.24
ngp2|2026-07-11|night,ngp2,foil,Other,2105-1T1 Consecutive fault web guiding out of range,5,0.2
ngp2|2026-07-11|night,ngp2,foil,Other,2087-1B4 Slug detected lane 4,3,0.13
ngp2|2026-07-11|night,ngp2,foil,Other,2154-1M1 Prewarning end of reel,1,0.02
ngp2|2026-07-11|night,ngp2,foil,Other,2049-1B4 Consecutive fault lane 4,1,0.02
